ip,endpoint,status,timestamp,execution_time,rows_scanned,joins_count,line_number,reason
10.0.219.112,/profile,200,2026-03-23 16:11:02.822819,236,-100.0,2.0,5850,Invalid rows_scanned
192.168.178.163,/checkout,200,2026-03-23 16:11:03.716565,334,-100.0,3.0,5862,Invalid rows_scanned
10.0.138.241,/profile,999,2026-03-23 16:11:06.473259,584,,,5890,Invalid status
10.0.176.250,/search,200,2026-03-23 16:11:06.473259,-528,,,5891,Invalid execution_time
192.168.154.111,/search,500,2026-03-23 16:11:06.756168,-204,,,5895,Invalid execution_time
10.0.197.46,/api/data,200,2026-03-23 16:11:07.588719,-383,,,5901,Invalid execution_time
10.0.217.118,/checkout,999,2026-03-23 16:11:07.588719,642,4337.0,,5902,Invalid status
192.168.222.175,/search,200,2026-03-23 16:11:08.056252,-306,,,5911,Invalid execution_time
192.168.71.103,/checkout,999,2026-03-23 16:11:08.178576,282,3040.0,,5914,Invalid status
192.168.31.59,/api/data,404,2026-03-23 16:11:08.471057,-472,3143.0,5.0,5922,Invalid execution_time
172.16.62.22,/profile,200,2026-03-23 16:11:08.973502,-329,,5.0,5930,Invalid execution_time
10.0.30.233,/api/data,999,2026-03-23 16:11:11.232272,528,,,5956,Invalid status
192.168.86.71,/login,200,2026-03-23 16:11:11.514060,-406,,,5965,Invalid execution_time
172.16.28.164,/login,999,2026-03-23 16:11:12.429901,529,,1.0,5977,Invalid status
192.168.179.173,/search,404,2026-03-23 16:11:13.637500,20,-100.0,1.0,5989,Invalid rows_scanned
172.16.141.126,/search,999,2026-03-23 16:11:15.448592,575,,4.0,6002,Invalid status
10.0.178.187,/profile,999,2026-03-23 16:11:15.621228,414,1165.0,1.0,6003,Invalid status
172.16.36.238,/search,999,2026-03-23 16:11:16.343816,478,3211.0,,6011,Invalid status
192.168.108.200,/profile,999,2026-03-23 16:11:17.457497,350,1173.0,,6028,Invalid status
192.168.191.58,/profile,999,2026-03-23 16:11:17.739032,467,,,6032,Invalid status
192.168.234.128,/login,200,2026-03-23 16:11:17.855364,-667,-100.0,,6035,Invalid execution_time
10.0.13.153,/search,999,2026-03-23 16:11:18.312872,642,1544.0,1.0,6038,Invalid status
172.16.215.61,/search,200,2026-03-23 16:11:18.572951,-475,1496.0,4.0,6041,Invalid execution_time
192.168.213.165,/api/data,200,2026-03-23 16:11:18.980870,401,-100.0,5.0,6045,Invalid rows_scanned
10.0.254.233,/api/data,999,2026-03-23 16:11:18.980870,676,3991.0,5.0,6047,Invalid status
192.168.2.107,/profile,200,2026-03-23 16:11:19.112274,-328,4194.0,,6049,Invalid execution_time
10.0.145.254,/profile,200,2026-03-23 16:11:19.381418,-281,,3.0,6054,Invalid execution_time
172.16.148.139,/login,500,2026-03-23 16:11:19.742905,-666,,,6060,Invalid execution_time
10.0.80.178,/login,200,2026-03-23 16:11:20.528476,-586,2698.0,4.0,6070,Invalid execution_time
10.0.114.150,/api/data,999,2026-03-23 16:11:20.750314,229,,,6074,Invalid status
10.0.57.140,/login,999,2026-03-23 16:11:20.750314,507,2797.0,5.0,6075,Invalid status
172.16.192.155,/api/data,999,2026-03-23 16:11:21.141735,602,,,6078,Invalid status
172.16.18.191,/search,500,2026-03-23 16:11:21.278905,-568,2052.0,5.0,6081,Invalid execution_time
192.168.114.227,/checkout,200,2026-03-23 16:11:24.850366,-409,514.0,,6124,Invalid execution_time
192.168.71.220,/profile,999,2026-03-23 16:11:26.358354,168,1558.0,,6139,Invalid status
172.16.228.115,/checkout,999,2026-03-23 16:11:27.396446,639,,,6150,Invalid status
10.0.179.164,/checkout,404,2026-03-23 16:11:27.503349,534,-100.0,4.0,6155,Invalid rows_scanned
192.168.30.164,/profile,200,2026-03-23 16:11:29.282440,392,-100.0,5.0,6175,Invalid rows_scanned
10.0.92.35,/profile,200,2026-03-23 16:11:29.879207,872,-100.0,,6181,Invalid rows_scanned
172.16.118.2,/login,999,2026-03-23 16:11:30.004651,944,3767.0,1.0,6185,Invalid status
10.0.140.65,/checkout,999,2026-03-23 16:11:30.004651,489,2476.0,3.0,6186,Invalid status
10.0.206.59,/profile,999,2026-03-23 16:11:30.703710,340,-100.0,,6194,Invalid status
10.0.250.16,/api/data,999,2026-03-23 16:11:31.089449,780,24.0,2.0,6198,Invalid status
10.0.239.104,/api/data,999,2026-03-23 16:11:31.289598,385,,,6200,Invalid status
10.0.212.35,/profile,999,2026-03-23 16:11:32.182782,366,3551.0,,6210,Invalid status
10.0.220.19,/api/data,999,2026-03-23 16:11:32.428265,-569,1537.0,1.0,6213,Invalid execution_time
172.16.170.57,/profile,200,2026-03-23 16:11:32.924359,-537,,,6219,Invalid execution_time
10.0.200.47,/search,999,2026-03-23 16:11:32.924359,724,,,6220,Invalid status
172.16.171.33,/profile,404,2026-03-23 16:11:34.361914,273,-100.0,5.0,6227,Invalid rows_scanned
192.168.215.104,/login,999,2026-03-23 16:11:34.544771,522,,,6232,Invalid status
192.168.103.116,/search,200,2026-03-23 16:11:35.064175,324,-100.0,3.0,6242,Invalid rows_scanned
10.0.191.140,/profile,999,2026-03-23 16:11:35.473396,354,,,6245,Invalid status
172.16.171.46,/profile,200,2026-03-23 16:11:35.952789,-803,,,6251,Invalid execution_time
172.16.117.190,/profile,404,2026-03-23 16:11:37.292030,-539,2035.0,,6261,Invalid execution_time
10.0.111.94,/search,500,2026-03-23 16:11:37.861708,685,-100.0,,6275,Invalid rows_scanned
192.168.3.246,/search,200,2026-03-23 16:11:38.191361,-466,2493.0,,6278,Invalid execution_time
10.0.178.136,/checkout,999,2026-03-23 16:11:38.530144,328,4274.0,,6283,Invalid status
192.168.36.150,/checkout,999,2026-03-23 16:11:39.573349,663,2658.0,3.0,6293,Invalid status
192.168.225.54,/profile,200,2026-03-23 16:11:42.307867,-234,,,6321,Invalid execution_time
172.16.202.43,/api/data,999,2026-03-23 16:11:44.298455,530,,,6342,Invalid status
10.0.55.211,/profile,200,2026-03-23 16:11:45.313232,365,-100.0,,6348,Invalid rows_scanned
10.0.146.188,/login,200,2026-03-23 16:11:45.313232,-462,4005.0,,6349,Invalid execution_time
10.0.123.191,/search,999,2026-03-23 16:11:45.313232,508,2201.0,2.0,6350,Invalid status
172.16.122.105,/search,200,2026-03-23 16:11:45.890935,748,-100.0,,6362,Invalid rows_scanned
10.0.14.190,/api/data,200,2026-03-23 16:11:46.168589,-390,,4.0,6367,Invalid execution_time
192.168.38.30,/api/data,200,2026-03-23 16:11:47.312061,-409,3828.0,4.0,6376,Invalid execution_time
10.0.143.139,/login,200,2026-03-23 16:11:48.890416,-493,,,6388,Invalid execution_time
192.168.83.204,/checkout,500,2026-03-23 16:11:49.915109,379,-100.0,,6400,Invalid rows_scanned
192.168.250.247,/profile,999,2026-03-23 16:11:50.245984,230,1339.0,,6405,Invalid status
10.0.136.216,/api/data,500,2026-03-23 16:11:51.076949,-484,,2.0,6414,Invalid execution_time
172.16.112.53,/profile,999,2026-03-23 16:11:52.654872,538,,,6425,Invalid status
172.16.154.58,/checkout,200,2026-03-23 16:11:53.959596,-601,,,6434,Invalid execution_time
172.16.193.154,/login,500,2026-03-23 16:11:54.474863,-884,,2.0,6438,Invalid execution_time
192.168.153.104,/login,999,2026-03-23 16:11:55.694326,488,,,6455,Invalid status
10.0.221.97,/api/data,200,2026-03-23 16:11:56.439728,771,-100.0,4.0,6462,Invalid rows_scanned
10.0.193.145,/search,999,2026-03-23 16:11:56.439728,337,2332.0,3.0,6463,Invalid status
192.168.229.127,/checkout,999,2026-03-23 16:11:57.695384,539,4899.0,4.0,6477,Invalid status
172.16.141.82,/profile,999,2026-03-23 16:11:58.888016,600,,,6485,Invalid status
10.0.73.7,/login,999,2026-03-23 16:11:59.013053,646,2133.0,,6488,Invalid status
172.16.217.93,/login,999,2026-03-23 16:11:59.304421,741,630.0,4.0,6496,Invalid status
10.0.220.91,/search,999,2026-03-23 16:11:59.790196,361,818.0,,6499,Invalid status
10.0.71.64,/profile,999,2026-03-23 16:12:00.325958,261,2845.0,1.0,6504,Invalid status
172.16.172.73,/login,404,2026-03-23 16:12:00.440780,-519,1018.0,2.0,6510,Invalid execution_time
192.168.68.238,/login,404,2026-03-23 16:12:01.443405,-348,,1.0,6524,Invalid execution_time
10.0.160.147,/login,999,2026-03-23 16:12:01.443405,469,3534.0,,6526,Invalid status
10.0.171.210,/checkout,999,2026-03-23 16:12:01.584251,667,,,6528,Invalid status
172.16.72.61,/checkout,404,2026-03-23 16:12:02.976229,-657,,4.0,6539,Invalid execution_time
192.168.222.5,/login,999,2026-03-23 16:12:03.709766,284,494.0,2.0,6545,Invalid status
10.0.120.246,/api/data,404,2026-03-23 16:12:04.369474,-257,4946.0,5.0,6554,Invalid execution_time
10.0.116.136,/search,200,2026-03-23 16:12:05.247427,414,-100.0,5.0,6561,Invalid rows_scanned
10.0.191.99,/api/data,999,2026-03-23 16:12:06.290447,235,1469.0,5.0,6572,Invalid status
192.168.100.218,/login,200,2026-03-23 16:12:06.758797,-320,2116.0,,6579,Invalid execution_time
10.0.254.107,/api/data,200,2026-03-23 16:12:08.335011,-305,,5.0,6599,Invalid execution_time
172.16.95.217,/search,200,2026-03-23 16:12:09.013077,-643,3069.0,3.0,6608,Invalid execution_time
10.0.65.138,/login,999,2026-03-23 16:12:09.679120,395,3248.0,3.0,6620,Invalid status
172.16.124.255,/search,500,2026-03-23 16:12:11.023481,-549,4771.0,,6634,Invalid execution_time
10.0.19.117,/profile,200,2026-03-23 16:12:12.116690,-499,,,6651,Invalid execution_time
172.16.134.190,/checkout,200,2026-03-23 16:12:12.588334,368,-100.0,,6656,Invalid rows_scanned
172.16.105.231,/login,200,2026-03-23 16:12:12.588334,-649,1075.0,,6658,Invalid execution_time
10.0.85.18,/login,404,2026-03-23 16:12:13.713616,-557,322.0,,6667,Invalid execution_time
192.168.218.36,/profile,200,2026-03-23 16:12:14.568320,-303,,,6677,Invalid execution_time
192.168.67.210,/profile,200,2026-03-23 16:12:14.966260,-225,,2.0,6683,Invalid execution_time
10.0.252.53,/api/data,200,2026-03-23 16:12:15.273344,-174,,4.0,6685,Invalid execution_time
10.0.201.80,/search,999,2026-03-23 16:12:15.398351,823,,4.0,6688,Invalid status
172.16.197.28,/api/data,200,2026-03-23 16:12:15.599332,-393,862.0,3.0,6689,Invalid execution_time
192.168.48.101,/profile,999,2026-03-23 16:12:16.189440,341,2367.0,,6695,Invalid status
192.168.203.114,/profile,200,2026-03-23 16:12:16.355064,127,-100.0,,6702,Invalid rows_scanned
172.16.197.42,/login,999,2026-03-23 16:12:17.134962,714,-100.0,,6709,Invalid status
10.0.112.62,/profile,200,2026-03-23 16:12:17.590595,-751,2635.0,,6718,Invalid execution_time
172.16.72.195,/checkout,999,2026-03-23 16:12:17.933578,589,1937.0,,6720,Invalid status
172.16.28.118,/api/data,999,2026-03-23 16:12:18.742642,667,3749.0,2.0,6735,Invalid status
172.16.175.200,/api/data,999,2026-03-23 16:12:20.110374,674,,5.0,6752,Invalid status
172.16.142.93,/profile,200,2026-03-23 16:12:20.110374,-622,2373.0,,6755,Invalid execution_time
172.16.65.110,/search,200,2026-03-23 16:12:21.132987,553,-100.0,,6767,Invalid rows_scanned
172.16.87.146,/login,200,2026-03-23 16:12:21.132987,-354,,1.0,6768,Invalid execution_time
192.168.188.141,/api/data,404,2026-03-23 16:12:21.351309,56,-100.0,4.0,6774,Invalid rows_scanned
172.16.75.201,/search,999,2026-03-23 16:12:21.494447,714,,,6779,Invalid status
10.0.127.42,/profile,200,2026-03-23 16:12:22.625827,227,-100.0,4.0,6798,Invalid rows_scanned
192.168.54.53,/api/data,200,2026-03-23 16:12:23.046864,210,-100.0,,6806,Invalid rows_scanned
192.168.97.118,/checkout,999,2026-03-23 16:12:23.691115,443,,,6816,Invalid status
172.16.110.30,/profile,999,2026-03-23 16:12:24.706854,624,,3.0,6825,Invalid status
10.0.226.112,/checkout,404,2026-03-23 16:12:24.960021,394,-100.0,1.0,6826,Invalid rows_scanned
172.16.24.7,/checkout,999,2026-03-23 16:12:24.960021,576,,,6827,Invalid status
10.0.227.163,/search,200,2026-03-23 16:12:26.393994,-762,2640.0,,6839,Invalid execution_time
172.16.223.201,/login,999,2026-03-23 16:12:26.495137,567,4047.0,,6844,Invalid status
172.16.31.159,/checkout,200,2026-03-23 16:12:26.631611,-793,,3.0,6845,Invalid execution_time
10.0.76.161,/search,999,2026-03-23 16:12:26.631611,582,,3.0,6846,Invalid status
172.16.216.180,/api/data,999,2026-03-23 16:12:27.296849,606,,,6854,Invalid status
10.0.202.124,/login,200,2026-03-23 16:12:28.249169,-387,1189.0,,6862,Invalid execution_time
192.168.62.74,/checkout,200,2026-03-23 16:12:28.985424,-288,,1.0,6872,Invalid execution_time
172.16.51.156,/login,200,2026-03-23 16:12:30.867960,-587,,,6898,Invalid execution_time
10.0.78.236,/checkout,200,2026-03-23 16:12:31.688064,717,-100.0,2.0,6908,Invalid rows_scanned
192.168.217.16,/search,200,2026-03-23 16:12:32.405961,-368,4950.0,1.0,6913,Invalid execution_time
192.168.141.21,/search,404,2026-03-23 16:12:33.063856,-248,,,6916,Invalid execution_time
10.0.193.158,/api/data,200,2026-03-23 16:12:33.206913,-541,,4.0,6921,Invalid execution_time
192.168.93.171,/checkout,200,2026-03-23 16:12:33.538161,-239,4643.0,,6928,Invalid execution_time
172.16.130.84,/profile,200,2026-03-23 16:12:33.876056,-499,996.0,,6932,Invalid execution_time
172.16.31.49,/api/data,200,2026-03-23 16:12:36.725540,-443,79.0,5.0,6950,Invalid execution_time
10.0.125.114,/checkout,999,2026-03-23 16:12:38.291837,419,,,6965,Invalid status
172.16.234.89,/login,200,2026-03-23 16:12:38.291837,-737,2831.0,4.0,6969,Invalid execution_time
172.16.182.233,/search,500,2026-03-23 16:12:40.061115,-874,669.0,,6986,Invalid execution_time
172.16.228.248,/search,200,2026-03-23 16:12:41.521336,-429,4328.0,,6999,Invalid execution_time
192.168.24.89,/checkout,200,2026-03-23 16:12:41.521336,-383,,,7000,Invalid execution_time
10.0.124.84,/search,200,2026-03-23 16:12:42.043648,454,-100.0,1.0,7004,Invalid rows_scanned
192.168.60.72,/search,999,2026-03-23 16:12:42.043648,292,,3.0,7006,Invalid status
192.168.85.147,/checkout,200,2026-03-23 16:12:42.043648,416,-100.0,3.0,7008,Invalid rows_scanned
172.16.168.176,/search,200,2026-03-23 16:12:42.171291,858,-100.0,3.0,7009,Invalid rows_scanned
10.0.105.115,/profile,200,2026-03-23 16:12:42.729479,375,-100.0,,7017,Invalid rows_scanned
172.16.56.145,/login,200,2026-03-23 16:12:44.543617,-720,1521.0,5.0,7030,Invalid execution_time
172.16.92.94,/search,999,2026-03-23 16:12:44.543617,651,-100.0,,7031,Invalid status
10.0.64.211,/login,200,2026-03-23 16:12:48.236266,-331,,3.0,7071,Invalid execution_time
172.16.208.186,/login,999,2026-03-23 16:12:49.978157,213,2501.0,,7084,Invalid status
192.168.81.216,/checkout,999,2026-03-23 16:12:50.348389,247,,,7091,Invalid status
172.16.169.61,/login,200,2026-03-23 16:12:50.348389,-760,,3.0,7092,Invalid execution_time
172.16.160.49,/checkout,200,2026-03-23 16:12:52.950051,-775,,3.0,7127,Invalid execution_time
192.168.251.162,/profile,200,2026-03-23 16:12:53.212507,197,-100.0,5.0,7129,Invalid rows_scanned
172.16.96.100,/checkout,200,2026-03-23 16:12:54.255719,-552,,2.0,7142,Invalid execution_time
192.168.2.143,/api/data,200,2026-03-23 16:12:54.503110,-478,1740.0,,7146,Invalid execution_time
10.0.114.138,/login,200,2026-03-23 16:12:55.029434,479,-100.0,1.0,7151,Invalid rows_scanned
192.168.121.191,/login,999,2026-03-23 16:12:55.029434,117,,2.0,7152,Invalid status
172.16.80.209,/search,200,2026-03-23 16:12:56.698197,600,-100.0,,7166,Invalid rows_scanned
10.0.203.215,/profile,999,2026-03-23 16:12:56.698197,570,,,7169,Invalid status
172.16.56.89,/search,200,2026-03-23 16:12:57.077212,544,-100.0,4.0,7170,Invalid rows_scanned
192.168.137.185,/login,404,2026-03-23 16:12:57.553219,-526,3277.0,,7175,Invalid execution_time
192.168.151.25,/search,999,2026-03-23 16:12:59.043237,455,,1.0,7192,Invalid status
172.16.128.167,/checkout,999,2026-03-23 16:12:59.149969,787,1903.0,,7197,Invalid status
192.168.189.200,/checkout,999,2026-03-23 16:12:59.526510,313,,1.0,7198,Invalid status
172.16.72.236,/profile,999,2026-03-23 16:13:00.128792,-857,1022.0,,7205,Invalid execution_time
172.16.219.227,/checkout,999,2026-03-23 16:13:02.180613,663,,1.0,7231,Invalid status
172.16.163.135,/api/data,500,2026-03-23 16:13:02.180613,-722,,5.0,7232,Invalid execution_time
10.0.230.22,/checkout,200,2026-03-23 16:13:03.220457,634,-100.0,5.0,7252,Invalid rows_scanned
192.168.192.116,/api/data,200,2026-03-23 16:13:03.992347,366,-100.0,,7256,Invalid rows_scanned
192.168.222.157,/search,200,2026-03-23 16:13:03.992347,-564,-100.0,,7257,Invalid execution_time
10.0.230.111,/checkout,200,2026-03-23 16:13:04.699943,-597,1302.0,3.0,7261,Invalid execution_time
172.16.123.88,/checkout,999,2026-03-23 16:13:05.435559,763,,,7273,Invalid status
172.16.212.232,/login,999,2026-03-23 16:13:05.805385,608,2459.0,3.0,7279,Invalid status
192.168.127.125,/api/data,999,2026-03-23 16:13:05.976181,447,,3.0,7285,Invalid status
10.0.210.240,/profile,200,2026-03-23 16:13:07.225172,429,-100.0,2.0,7297,Invalid rows_scanned
10.0.26.181,/search,999,2026-03-23 16:13:07.534017,428,,4.0,7302,Invalid status
172.16.247.152,/checkout,999,2026-03-23 16:13:08.117128,516,249.0,,7305,Invalid status
192.168.163.106,/api/data,200,2026-03-23 16:13:08.541659,136,-100.0,2.0,7310,Invalid rows_scanned
10.0.73.134,/api/data,999,2026-03-23 16:13:09.657418,245,,,7324,Invalid status
172.16.136.119,/login,404,2026-03-23 16:13:10.825504,339,-100.0,,7331,Invalid rows_scanned
10.0.212.133,/login,200,2026-03-23 16:13:11.465733,-294,1835.0,4.0,7337,Invalid execution_time
10.0.232.139,/search,200,2026-03-23 16:13:11.885456,581,-100.0,,7342,Invalid rows_scanned
192.168.212.254,/login,999,2026-03-23 16:13:12.520226,307,3717.0,3.0,7350,Invalid status
172.16.73.115,/login,200,2026-03-23 16:13:12.520226,-563,1983.0,5.0,7352,Invalid execution_time
10.0.253.193,/search,999,2026-03-23 16:13:14.000639,436,,1.0,7367,Invalid status
172.16.161.111,/search,999,2026-03-23 16:13:14.000639,314,-100.0,2.0,7370,Invalid status
192.168.136.168,/login,404,2026-03-23 16:13:15.889234,441,-100.0,,7388,Invalid rows_scanned
172.16.155.56,/api/data,999,2026-03-23 16:13:16.391988,876,,4.0,7394,Invalid status
192.168.9.126,/login,200,2026-03-23 16:13:17.482106,-474,,,7404,Invalid execution_time
10.0.175.119,/profile,999,2026-03-23 16:13:17.656242,463,,,7406,Invalid status
10.0.208.44,/checkout,999,2026-03-23 16:13:17.854456,387,,5.0,7409,Invalid status
10.0.188.83,/login,200,2026-03-23 16:13:18.067010,-177,,,7411,Invalid execution_time
10.0.205.68,/profile,999,2026-03-23 16:13:18.067010,421,2097.0,5.0,7412,Invalid status
172.16.87.131,/api/data,200,2026-03-23 16:13:19.252087,-736,,1.0,7422,Invalid execution_time
192.168.189.25,/api/data,999,2026-03-23 16:13:19.463017,109,894.0,5.0,7424,Invalid status
172.16.48.90,/search,999,2026-03-23 16:13:19.844224,599,507.0,4.0,7428,Invalid status
192.168.135.231,/login,200,2026-03-23 16:13:19.844224,447,-100.0,1.0,7430,Invalid rows_scanned
192.168.166.170,/search,999,2026-03-23 16:13:20.030124,233,48.0,,7432,Invalid status
172.16.32.151,/api/data,999,2026-03-23 16:13:21.352520,691,,2.0,7447,Invalid status
172.16.80.187,/profile,999,2026-03-23 16:13:22.222603,459,3354.0,5.0,7460,Invalid status
10.0.129.55,/api/data,999,2026-03-23 16:13:22.533587,202,233.0,5.0,7464,Invalid status
10.0.153.144,/profile,200,2026-03-23 16:13:23.970846,-454,,,7475,Invalid execution_time
192.168.47.13,/checkout,200,2026-03-23 16:13:25.350036,247,-100.0,5.0,7494,Invalid rows_scanned
172.16.143.222,/api/data,200,2026-03-23 16:13:26.541571,-864,3334.0,,7511,Invalid execution_time
10.0.87.75,/login,999,2026-03-23 16:13:26.541571,479,4241.0,3.0,7512,Invalid status
172.16.3.187,/profile,999,2026-03-23 16:13:27.689324,476,3644.0,,7522,Invalid status
172.16.107.212,/login,200,2026-03-23 16:13:27.955533,-748,,,7524,Invalid execution_time
192.168.36.85,/login,999,2026-03-23 16:13:28.073112,610,3479.0,,7527,Invalid status
10.0.66.243,/profile,999,2026-03-23 16:13:28.073112,-271,2818.0,2.0,7528,Invalid execution_time
192.168.195.145,/search,404,2026-03-23 16:13:28.330690,-239,4477.0,,7531,Invalid execution_time
10.0.1.175,/search,200,2026-03-23 16:13:30.294669,669,-100.0,,7552,Invalid rows_scanned
10.0.177.45,/api/data,200,2026-03-23 16:13:30.294669,690,-100.0,1.0,7555,Invalid rows_scanned
172.16.42.122,/login,200,2026-03-23 16:13:30.821160,-775,,4.0,7561,Invalid execution_time
192.168.85.197,/checkout,200,2026-03-23 16:13:31.009171,689,-100.0,1.0,7563,Invalid rows_scanned
192.168.20.235,/login,200,2026-03-23 16:13:31.009171,-466,729.0,,7566,Invalid execution_time
10.0.75.40,/profile,500,2026-03-23 16:13:32.785388,461,-100.0,,7590,Invalid rows_scanned
10.0.242.119,/login,200,2026-03-23 16:13:32.991824,316,-100.0,,7594,Invalid rows_scanned
172.16.149.32,/search,999,2026-03-23 16:13:32.991824,-757,,3.0,7598,Invalid execution_time
192.168.253.179,/search,999,2026-03-23 16:13:33.719465,538,1497.0,,7608,Invalid status
10.0.91.96,/checkout,999,2026-03-23 16:13:36.745360,494,2787.0,3.0,7643,Invalid status
172.16.132.253,/profile,500,2026-03-23 16:13:36.857334,-717,1314.0,,7648,Invalid execution_time
10.0.24.30,/checkout,999,2026-03-23 16:13:38.363062,406,1341.0,2.0,7667,Invalid status
192.168.209.144,/api/data,999,2026-03-23 16:13:38.600261,326,,,7669,Invalid status
172.16.171.96,/checkout,200,2026-03-23 16:13:39.256722,-594,,,7675,Invalid execution_time
10.0.160.132,/profile,200,2026-03-23 16:13:40.055002,-181,4296.0,2.0,7685,Invalid execution_time
172.16.240.236,/profile,200,2026-03-23 16:13:40.956355,-667,,3.0,7690,Invalid execution_time
192.168.25.161,/api/data,999,2026-03-23 16:13:42.657693,501,,,7722,Invalid status
10.0.70.150,/profile,200,2026-03-23 16:13:43.437564,315,-100.0,2.0,7735,Invalid rows_scanned
172.16.33.49,/search,999,2026-03-23 16:13:44.372656,624,1277.0,5.0,7744,Invalid status
10.0.120.15,/profile,999,2026-03-23 16:13:45.083237,462,3587.0,,7747,Invalid status
192.168.71.144,/checkout,200,2026-03-23 16:13:45.980060,-335,1505.0,,7756,Invalid execution_time
192.168.225.235,/profile,200,2026-03-23 16:13:46.655901,-580,-100.0,2.0,7766,Invalid execution_time
172.16.22.179,/search,999,2026-03-23 16:13:49.405740,601,1450.0,,7800,Invalid status
172.16.249.171,/api/data,500,2026-03-23 16:13:49.561689,555,-100.0,2.0,7806,Invalid rows_scanned
10.0.80.245,/login,999,2026-03-23 16:13:49.561689,497,,,7807,Invalid status
192.168.208.59,/profile,200,2026-03-23 16:13:50.913110,-478,,,7827,Invalid execution_time
172.16.55.11,/search,999,2026-03-23 16:13:51.229707,652,,5.0,7834,Invalid status
172.16.121.243,/api/data,999,2026-03-23 16:13:51.760878,917,,4.0,7840,Invalid status
192.168.132.172,/search,999,2026-03-23 16:13:52.720196,597,1882.0,3.0,7859,Invalid status
10.0.71.66,/profile,200,2026-03-23 16:13:53.742057,157,-100.0,1.0,7874,Invalid rows_scanned
10.0.139.252,/checkout,200,2026-03-23 16:13:54.580275,396,-100.0,,7882,Invalid rows_scanned
192.168.59.222,/search,500,2026-03-23 16:13:54.580275,586,-100.0,,7883,Invalid rows_scanned
192.168.239.233,/api/data,200,2026-03-23 16:13:55.430542,-235,42.0,2.0,7897,Invalid execution_time
192.168.225.13,/checkout,200,2026-03-23 16:13:55.558270,-405,,5.0,7899,Invalid execution_time
10.0.199.172,/api/data,200,2026-03-23 16:13:55.558270,-562,,2.0,7900,Invalid execution_time
172.16.139.223,/profile,200,2026-03-23 16:13:55.558270,-650,2006.0,,7901,Invalid execution_time
10.0.76.122,/api/data,200,2026-03-23 16:13:55.982970,-413,3143.0,5.0,7903,Invalid execution_time
192.168.78.40,/checkout,500,2026-03-23 16:13:55.982970,-472,,,7905,Invalid execution_time
192.168.214.245,/login,999,2026-03-23 16:13:57.068569,456,,5.0,7918,Invalid status
10.0.233.21,/checkout,200,2026-03-23 16:13:57.732254,-636,,,7925,Invalid execution_time
172.16.162.91,/search,999,2026-03-23 16:13:58.656446,488,,,7931,Invalid status
172.16.70.148,/checkout,200,2026-03-23 16:13:58.930038,-622,,,7934,Invalid execution_time
192.168.78.18,/login,200,2026-03-23 16:13:59.070735,389,-100.0,3.0,7936,Invalid rows_scanned
10.0.64.224,/api/data,999,2026-03-23 16:13:59.439351,677,56.0,,7941,Invalid status
192.168.120.206,/checkout,500,2026-03-23 16:13:59.778319,-405,,3.0,7944,Invalid execution_time
172.16.6.180,/checkout,999,2026-03-23 16:14:00.806560,482,4887.0,4.0,7951,Invalid status
192.168.227.192,/login,500,2026-03-23 16:14:00.806560,175,-100.0,1.0,7954,Invalid rows_scanned
172.16.123.125,/api/data,999,2026-03-23 16:14:01.081639,569,,,7957,Invalid status
192.168.241.1,/checkout,404,2026-03-23 16:14:01.463703,-574,,2.0,7959,Invalid execution_time
192.168.35.248,/profile,500,2026-03-23 16:14:01.463703,-268,3563.0,,7960,Invalid execution_time
10.0.249.105,/profile,200,2026-03-23 16:14:04.320162,-590,,,7999,Invalid execution_time
10.0.167.131,/profile,999,2026-03-23 16:14:04.320162,645,,,8002,Invalid status
10.0.45.153,/checkout,200,2026-03-23 16:14:05.175174,-502,1936.0,,8011,Invalid execution_time
172.16.141.21,/api/data,200,2026-03-23 16:14:06.329597,614,-100.0,4.0,8025,Invalid rows_scanned
192.168.3.145,/checkout,999,2026-03-23 16:14:07.797362,262,,,8042,Invalid status
10.0.64.213,/login,500,2026-03-23 16:14:08.257708,-466,,4.0,8046,Invalid execution_time
172.16.166.32,/search,200,2026-03-23 16:14:08.983795,-539,3152.0,,8056,Invalid execution_time
172.16.104.166,/login,200,2026-03-23 16:14:09.368115,-766,,2.0,8057,Invalid execution_time
172.16.73.175,/profile,999,2026-03-23 16:14:09.652416,373,,1.0,8060,Invalid status
192.168.122.108,/checkout,999,2026-03-23 16:14:09.754832,224,1158.0,2.0,8066,Invalid status
172.16.36.239,/checkout,200,2026-03-23 16:14:10.650370,-770,,4.0,8071,Invalid execution_time
172.16.55.95,/checkout,999,2026-03-23 16:14:10.955054,588,1371.0,5.0,8074,Invalid status
10.0.99.195,/profile,999,2026-03-23 16:14:11.264870,592,,,8078,Invalid status
172.16.171.93,/profile,999,2026-03-23 16:14:11.564873,705,2376.0,,8080,Invalid status
172.16.65.100,/login,999,2026-03-23 16:14:11.973206,913,,4.0,8087,Invalid status
192.168.148.218,/search,999,2026-03-23 16:14:12.575031,273,,,8094,Invalid status
192.168.191.46,/profile,404,2026-03-23 16:14:13.978347,418,-100.0,5.0,8115,Invalid rows_scanned
10.0.188.200,/api/data,999,2026-03-23 16:14:13.978347,445,,4.0,8117,Invalid status
172.16.24.247,/profile,999,2026-03-23 16:14:13.978347,436,4913.0,,8118,Invalid status
